# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
CoRoT-8 b,CoRoT-8,1,1,0.80,0.01,-0.01,0,0.89,0.04,-0.04,0
CoRoT-8 b,CoRoT-8,1,1,0.90,0.09,-0.09,0,0.88,0.09,-0.09,0
CoRoT-9 b,CoRoT-9,2,1,0.94,0.04,-0.04,0,0.99,0.04,-0.04,0
CoRoT-9 b,CoRoT-9,2,1,0.94,0.06,-0.06,0,0.96,0.08,-0.08,0
CoRoT-9 b,CoRoT-9,2,1,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0
CoRoT-9 b,CoRoT-9,2,1,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0
DE CVn b,DE CVn,2,1,,,,,0.51,,,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,,,,,0.07,0.01,-0.01,0
DH Tau b,DH Tau,1,1,0.27,0.07,-0.07,0,0.33,,,0
DH Tau b,DH Tau,1,1,1.37,,,0,0.68,,,0
DMPP-1 b,DMPP-1,1,4,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 c,DMPP-1,1,4,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 d,DMPP-1,1,4,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-1 e,DMPP-1,1,4,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0
DMPP-2 b,DMPP-2,1,1,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0
DMPP-3 A b,DMPP-3 A,2,1,,,,,,,,
DMPP-3 A b,DMPP-3 A,2,1,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0
DP Leo b,DP Leo,2,1,,,,,,,,
DP Leo b,DP Leo,2,1,,,,,0.69,,,0
DS Tuc A b,DS Tuc A,2,1,0.87,0.03,-0.03,0,0.96,0.03,-0.03,0
DS Tuc A b,DS Tuc A,2,1,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0
DS Tuc A b,DS Tuc A,2,1,0.95,0.07,-0.07,0,,,,
EPIC 201170410.02,EPIC 201170410,1,1,0.28,0.07,-0.07,0,0.29,0.10,-0.08,0
EPIC 201238110 b,EPIC 201238110,1,1,0.37,0.09,-0.04,0,,,,
EPIC 201238110 b,EPIC 201238110,1,1,,,,,0.41,0.11,-0.05,0
EPIC 201497682 b,EPIC 201497682,1,1,,,,,0.78,0.09,-0.17,0
EPIC 201615463 c,K2-166,1,2,,,,,1.07,0.03,-0.03,0
EPIC 201754305 d,K2-16,1,3,,,,,0.67,0.03,-0.04,0
EPIC 201757695.02,EPIC 201757695,1,1,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0
EPIC 201833600 c,K2-50,1,2,,,,,0.61,0.06,-0.06,0
EPIC 201833600 c,K2-50,1,2,0.63,0.04,-0.04,0,,,,
EPIC 201841433 b,EPIC 201841433,1,1,0.63,0.03,-0.04,0,,,,
EPIC 201841433 b,EPIC 201841433,1,1,0.63,0.04,-0.02,0,0.80,0.08,-0.16,0
EPIC 201841433 b,EPIC 201841433,1,1,,,,,0.80,0.08,-0.16,0
EPIC 205950854 c,K2-168,1,2,0.90,0.04,-0.01,0,,,,
EPIC 205950854 c,K2-168,1,2,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0
EPIC 205950854 c,K2-168,1,2,,,,,0.91,0.03,-0.03,0
EPIC 206024342 b,EPIC 206024342,1,1,,,,,0.93,0.08,-0.10,0
EPIC 206024342 b,EPIC 206024342,1,1,0.82,0.10,-0.04,0,,,,
EPIC 206032309 b,EPIC 206032309,1,1,,,,,0.22,0.04,-0.06,0
EPIC 206042996 b,EPIC 206042996,1,1,0.67,0.07,-0.04,0,,,,
EPIC 206042996 b,EPIC 206042996,1,1,,,,,0.56,0.05,-0.05,0
EPIC 206215704 b,EPIC 206215704,1,1,0.37,0.08,-0.07,0,,,,
EPIC 206215704 b,EPIC 206215704,1,1,,,,,0.41,0.10,-0.08,0
EPIC 206317286 b,EPIC 206317286,1,1,,,,,0.71,0.09,-0.03,0
EPIC 206317286 b,EPIC 206317286,1,1,0.67,0.04,-0.05,0,,,,
EPIC 211822797 b,EPIC 211822797,1,1,0.59,0.03,-0.03,0,0.61,0.02,-0.02,0
EPIC 211822797 b,EPIC 211822797,1,1,0.64,0.06,-0.02,0,,,,
EPIC 211822797 b,EPIC 211822797,1,1,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0
EPIC 211822797 b,EPIC 211822797,1,1,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0
EPIC 211822797 b,EPIC 211822797,1,1,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0
EPIC 211822797 b,EPIC 211822797,1,1,0.57,0.03,-0.03,0,0.66,0.07,-0.07,0
EPIC 211822797 b,EPIC 211822797,1,1,0.58,0.01,-0.01,0,0.62,0.02,-0.02,0
EPIC 211822797 b,EPIC 211822797,1,1,0.59,0.03,-0.03,0,,,,
EPIC 211945201 b,EPIC 211945201,1,1,1.48,,,0,,,,
EPIC 211945201 b,EPIC 211945201,1,1,1.40,0.04,-0.03,0,,,,
EPIC 211945201 b,EPIC 211945201,1,1,1.49,0.36,-0.36,0,,,,
EPIC 211945201 b,EPIC 211945201,1,1,1.36,0.08,-0.04,0,1.16,0.15,-0.16,0
EPIC 211945201 b,EPIC 211945201,1,1,1.36,0.08,-0.04,0,1.16,0.15,-0.16,0
EPIC 211945201 b,EPIC 211945201,1,1,1.39,0.02,-0.02,0,1.17,0.04,-0.04,0
EPIC 211945201 b,EPIC 211945201,1,1,1.38,0.02,-0.02,0,1.18,0.03,-0.04,0
EPIC 211945201 b,EPIC 211945201,1,1,1.41,0.21,-0.18,0,,,,
EPIC 212297394 b,EPIC 212297394,1,2,0.80,0.03,-0.03,0,0.83,0.05,-0.04,0
EPIC 212297394 b,EPIC 212297394,1,2,,,,,0.83,0.09,-0.12,0
EPIC 212297394 b,EPIC 212297394,1,2,0.75,0.03,-0.01,0,,,,
EPIC 212297394 c,EPIC 212297394,1,2,0.78,,,0,0.83,,,0
EPIC 212297394 c,EPIC 212297394,1,2,0.75,0.03,-0.01,0,,,,
EPIC 212297394 c,EPIC 212297394,1,2,0.80,0.03,-0.03,0,0.83,0.05,-0.04,0
EPIC 212424622 b,EPIC 212424622,1,1,,,,,1.11,0.14,-0.12,0
EPIC 212424622 b,EPIC 212424622,1,1,1.22,0.00,-0.05,0,,,,
EPIC 212499991 b,EPIC 212499991,1,1,,,,,0.91,0.04,-0.16,0
EPIC 212587672 b,EPIC 212587672,1,2,,,,,0.95,0.04,-0.04,0
EPIC 212587672 b,EPIC 212587672,1,2,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
EPIC 212587672 b,EPIC 212587672,1,2,0.98,0.01,-0.01,0,,,,
EPIC 212587672 c,EPIC 212587672,1,2,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
EPIC 212587672 c,EPIC 212587672,1,2,0.95,0.03,-0.07,0,1.13,0.17,-0.13,0
EPIC 212587672 c,EPIC 212587672,1,2,0.95,,,0,,,,
EPIC 212587672 c,EPIC 212587672,1,2,0.98,0.01,-0.01,0,,,,
EPIC 212587672 c,EPIC 212587672,1,2,0.95,0.06,-0.04,0,,,,
EPIC 212587672 c,EPIC 212587672,1,2,0.95,0.03,-0.07,0,1.13,0.17,-0.13,0
EPIC 212737443 b,EPIC 212737443,1,2,0.67,,,0,0.72,,,0
EPIC 212737443 b,EPIC 212737443,1,2,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0
EPIC 212737443 b,EPIC 212737443,1,2,0.67,,,0,0.72,,,0
EPIC 212737443 c,EPIC 212737443,1,2,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0
EPIC 220554210 c,K2-282,1,2,1.01,0.04,-0.04,0,,,,
EPIC 220554210 c,K2-282,1,2,,,,,0.94,0.04,-0.04,0
EPIC 220674823 b,EPIC 220674823,1,2,0.98,0.02,-0.02,0,0.90,0.06,-0.05,0
EPIC 220674823 b,EPIC 220674823,1,2,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0
EPIC 220674823 b,EPIC 220674823,1,2,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 220674823 b,EPIC 220674823,1,2,0.91,0.05,-0.03,0,0.97,0.02,-0.03,0
EPIC 220674823 b,EPIC 220674823,1,2,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0
EPIC 220674823 b,EPIC 220674823,1,2,0.83,0.04,-0.04,0,0.93,0.01,-0.01,0
EPIC 220674823 b,EPIC 220674823,1,2,0.97,,,0,,,,
EPIC 220674823 b,EPIC 220674823,1,2,1.02,0.03,-0.02,0,,,,
EPIC 220674823 b,EPIC 220674823,1,2,0.91,0.05,-0.03,0,,,,
EPIC 220674823 c,EPIC 220674823,1,2,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 220674823 c,EPIC 220674823,1,2,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0
EPIC 220674823 c,EPIC 220674823,1,2,0.91,0.05,-0.03,0,0.97,0.02,-0.03,0
EPIC 220674823 c,EPIC 220674823,1,2,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0
EPIC 220674823 c,EPIC 220674823,1,2,0.91,0.05,-0.03,0,,,,
EPIC 220674823 c,EPIC 220674823,1,2,0.83,0.04,-0.04,0,0.93,0.01,-0.01,0
EPIC 220674823 c,EPIC 220674823,1,2,1.02,0.03,-0.02,0,,,,
EPIC 220674823 c,EPIC 220674823,1,2,0.97,,,0,,,,
EPIC 246851721 b,EPIC 246851721,2,1,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0
EPIC 248847494 b,EPIC 248847494,1,1,2.70,0.12,-0.12,0,0.90,0.09,-0.09,0
EPIC 249893012 b,EPIC 249893012,1,3,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 c,EPIC 249893012,1,3,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 d,EPIC 249893012,1,3,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
FU Tau b,FU Tau,1,1,,,,,0.05,,,0
G 264-012 b,G 264-012,1,2,0.30,0.01,-0.01,0,0.30,0.02,-0.02,0
G 264-012 c,G 264-012,1,2,0.30,0.01,-0.01,0,0.30,0.02,-0.02,0
G 9-40 b,G 9-40,1,1,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0
G 9-40 b,G 9-40,1,1,0.31,0.00,0.00,0,,,,
GJ 1061 b,GJ 1061,1,3,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 c,GJ 1061,1,3,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 d,GJ 1061,1,3,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1132 b,GJ 1132,1,2,,,,,,,,
GJ 1132 b,GJ 1132,1,2,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1132 b,GJ 1132,1,2,0.21,0.02,-0.02,0,0.18,0.02,-0.02,0
GJ 1132 b,GJ 1132,1,2,0.26,0.02,-0.02,0,0.18,0.02,-0.02,0
GJ 1132 c,GJ 1132,1,2,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1148 b,GJ 1148,1,2,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1148 b,GJ 1148,1,2,0.37,0.01,-0.01,0,0.37,0.01,-0.01,0
GJ 1148 b,GJ 1148,1,2,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1148 c,GJ 1148,1,2,0.37,0.01,-0.01,0,0.37,0.01,-0.01,0
GJ 1148 c,GJ 1148,1,2,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1151 b,GJ 1151,1,1,,,,,,,,
GJ 1214 b,GJ 1214,1,1,0.21,,,0,,,,
GJ 1214 b,GJ 1214,1,1,0.20,0.00,0.00,0,,,,
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,,,,,,,,
GJ 1214 b,GJ 1214,1,1,0.18,0.01,-0.01,0,0.16,0.01,-0.01,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.16,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0
GJ 1214 b,GJ 1214,1,1,0.20,0.01,-0.01,0,,,,
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.16,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,0.00,0,0.15,0.01,-0.01,0
GJ 1214 b,GJ 1214,1,1,0.21,0.01,-0.01,0,0.16,0.01,-0.01,0
GJ 1214 b,GJ 1214,1,1,0.22,0.00,0.00,0,0.18,0.01,-0.01,0
GJ 1214 b,GJ 1214,1,1,0.22,0.01,-0.01,0,0.15,0.01,-0.01,0
GJ 1252 b,GJ 1252,1,1,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0
GJ 1252 b,GJ 1252,1,1,0.38,0.02,-0.02,0,,,,
GJ 1265 b,GJ 1265,1,1,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 143 b,GJ 143,1,2,0.73,0.01,-0.01,0,0.76,0.03,-0.02,0
GJ 143 b,GJ 143,1,2,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0
GJ 143 b,GJ 143,1,2,0.71,0.06,-0.06,0,,,,
GJ 15 A b,GJ 15 A,2,2,0.38,0.01,-0.01,0,0.40,0.01,-0.01,0
GJ 15 A b,GJ 15 A,2,2,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 15 A b,GJ 15 A,2,2,0.39,0.00,0.00,0,0.38,0.06,-0.06,0
GJ 15 A c,GJ 15 A,2,2,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 160.2 b,GJ 160.2,1,1,,,,,0.69,,,0
GJ 163 b,GJ 163,1,3,,,,,,,,
GJ 163 c,GJ 163,1,3,,,,,,,,
GJ 163 d,GJ 163,1,3,,,,,,,,
GJ 179 b,GJ 179,1,1,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0
GJ 179 b,GJ 179,1,1,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0
GJ 180 b,GJ 180,1,3,,,,,0.43,,,0
GJ 180 b,GJ 180,1,3,,,,,0.43,,,0
GJ 180 c,GJ 180,1,3,,,,,0.43,,,0
GJ 180 d,GJ 180,1,3,,,,,0.43,,,0
GJ 2056 b,GJ 2056,1,1,,,,,0.62,0.08,-0.08,0
GJ 229 A c,GJ 229,2,2,,,,,0.58,,,0
GJ 229 b,GJ 229,2,2,,,,,0.58,,,0
GJ 229 b,GJ 229,2,2,,,,,0.58,,,0
GJ 251 b,GJ 251,1,1,0.36,0.01,-0.01,0,0.36,0.01,-0.01,0
GJ 27.1 b,GJ 27.1,1,1,,,,,0.53,,,0
GJ 273 b,GJ 273,1,2,0.29,0.03,-0.03,0,0.29,,,0
GJ 273 c,GJ 273,1,2,0.29,0.03,-0.03,0,0.29,,,0
GJ 3021 b,GJ 3021,2,1,0.90,,,0,0.90,,,0
GJ 3082 b,GJ 3082,1,1,,,,,0.47,,,0
GJ 3138 b,GJ 3138,1,3,0.50,0.03,-0.03,0,0.68,,,0
GJ 3138 c,GJ 3138,1,3,0.50,0.03,-0.03,0,0.68,,,0
GJ 3138 d,GJ 3138,1,3,0.50,0.03,-0.03,0,0.68,,,0
GJ 317 b,GJ 317,1,2,,,,,0.42,0.02,-0.02,0
GJ 317 b,GJ 317,1,2,,,,,0.26,0.04,-0.04,0
GJ 317 b,GJ 317,1,2,,,,,0.42,0.05,-0.05,0
GJ 317 b,GJ 317,1,2,0.43,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 317 c,GJ 317,1,2,,,,,0.42,0.05,-0.05,0
GJ 317 c,GJ 317,1,2,0.43,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 317 c,GJ 317,1,2,,,,,0.24,0.04,-0.04,0
GJ 317 c,GJ 317,1,2,,,,,0.42,0.02,-0.02,0
GJ 328 b,GJ 328,1,1,,,,,0.69,0.05,-0.05,0
GJ 3293 b,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3293 b,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3293 c,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3293 c,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3293 d,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3293 e,GJ 3293,1,4,0.40,0.03,-0.03,0,0.42,,,0
GJ 3323 b,GJ 3323,1,2,0.12,0.03,-0.03,0,0.16,,,0
GJ 3323 c,GJ 3323,1,2,0.12,0.03,-0.03,0,0.16,,,0
GJ 3341 b,GJ 3341,1,1,0.44,0.03,-0.03,0,0.47,,,0
GJ 338 B b,GJ 338 B,2,1,0.58,0.03,-0.03,0,0.64,0.07,-0.07,0
GJ 3470 b,GJ 3470,1,1,0.53,0.02,-0.01,0,0.56,0.03,-0.02,0
GJ 3470 b,GJ 3470,1,1,0.50,0.01,-0.01,0,0.50,0.02,-0.02,0
GJ 3470 b,GJ 3470,1,1,0.50,0.06,-0.06,0,0.54,0.07,-0.07,0
GJ 3470 b,GJ 3470,1,1,0.48,0.04,-0.04,0,0.51,0.06,-0.06,0
GJ 3470 b,GJ 3470,1,1,0.50,0.01,-0.01,0,0.50,0.02,-0.02,0
GJ 3470 b,GJ 3470,1,1,0.50,0.01,-0.01,0,0.50,0.02,-0.02,0
GJ 3470 b,GJ 3470,1,1,0.48,0.04,-0.04,0,0.51,0.06,-0.06,0
GJ 3470 b,GJ 3470,1,1,0.55,0.02,-0.02,0,0.54,0.05,-0.04,0
GJ 3470 b,GJ 3470,1,1,0.57,0.04,-0.03,0,0.54,0.05,-0.04,0
GJ 3473 b,GJ 3473,2,2,0.35,0.01,-0.01,0,,,,
GJ 3473 b,GJ 3473,2,2,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0
GJ 3473 c,GJ 3473,2,2,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0
GJ 3512 b,GJ 3512,1,1,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 357 b,GJ 357,1,3,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 357 b,GJ 357,1,3,0.36,0.01,-0.01,0,,,,
GJ 357 c,GJ 357,1,3,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 357 d,GJ 357,1,3,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 3634 b,GJ 3634,1,1,0.43,0.03,-0.03,0,0.45,0.05,-0.05,0
GJ 3779 b,GJ 3779,1,1,0.28,0.01,-0.01,0,0.27,0.02,-0.02,0
GJ 393 b,GJ 393,1,1,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0
GJ 3942 b,GJ 3942,1,1,0.61,0.06,-0.06,0,0.63,0.07,-0.07,0
GJ 3998 b,GJ 3998,1,2,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0
GJ 3998 c,GJ 3998,1,2,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0
GJ 411 b,GJ 411,1,2,0.37,0.01,-0.01,0,0.39,0.01,-0.01,0
GJ 411 b,GJ 411,1,2,0.39,0.01,-0.01,0,0.39,0.04,-0.04,0
GJ 411 b,GJ 411,1,2,0.39,0.00,0.00,0,0.39,0.01,-0.01,0
GJ 414 A b,GJ 414 A,2,2,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0
GJ 414 A b,GJ 414 A,2,2,0.67,0.01,-0.01,0,0.69,0.01,-0.01,0
GJ 414 A c,GJ 414 A,2,2,0.67,0.01,-0.01,0,0.69,0.01,-0.01,0
GJ 414 A c,GJ 414 A,2,2,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0
GJ 422 b,GJ 422,1,1,,,,,0.35,,,0
GJ 422 b,GJ 422,1,1,,,,,0.35,,,0
GJ 4276 b,GJ 4276,1,1,0.41,0.01,-0.01,0,0.41,0.03,-0.03,0
GJ 433 b,GJ 433,1,3,,,,,0.48,,,0
GJ 433 b,GJ 433,1,3,,,,,0.48,,,0
GJ 433 b,GJ 433,1,3,0.50,0.04,-0.04,0,0.59,0.22,-0.22,0
GJ 433 b,GJ 433,1,3,,,,,0.48,,,0
GJ 433 c,GJ 433,1,3,,,,,0.48,,,0
GJ 433 c,GJ 433,1,3,,,,,0.48,,,0
GJ 433 d,GJ 433,1,3,,,,,0.48,,,0
GJ 436 b,GJ 436,1,1,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0
GJ 436 b,GJ 436,1,1,,,,,,,,
GJ 436 b,GJ 436,1,1,,,,,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,1,1,0.45,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,1,1,0.42,0.01,-0.01,0,0.44,0.01,-0.01,0
GJ 436 b,GJ 436,1,1,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,1,1,0.45,0.02,-0.02,0,0.45,0.04,-0.04,0
GJ 436 b,GJ 436,1,1,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,1,1,,,,,,,,
GJ 436 b,GJ 436,1,1,0.44,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,1,1,0.45,0.03,-0.03,0,0.46,0.05,-0.05,0
GJ 436 b,GJ 436,1,1,,,,,,,,
GJ 436 b,GJ 436,1,1,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,1,1,,,,,0.41,0.05,-0.05,0
GJ 436 b,GJ 436,1,1,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,1,1,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,1,1,,,,,0.44,0.04,-0.04,0
GJ 436 b,GJ 436,1,1,0.46,0.02,-0.02,0,0.56,0.07,-0.07,0
GJ 436 b,GJ 436,1,1,0.45,0.02,-0.02,0,,,,
GJ 480 b,GJ 480,1,1,,,,,0.45,0.02,-0.02,0
GJ 486 b,GJ 486,1,1,0.33,0.01,-0.01,0,0.32,0.01,-0.01,0
GJ 486 b,GJ 486,1,1,0.33,0.01,-0.01,0,,,,
GJ 504 b,GJ 504,1,1,,,,,1.22,0.08,-0.08,0
GJ 536 b,GJ 536,1,1,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0
GJ 536 b,GJ 536,1,1,0.50,0.05,-0.05,0,0.52,0.05,-0.05,0
GJ 581 b,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,1,3,,,,,,,,
GJ 581 b,GJ 581,1,3,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,1,3,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,1,3,0.32,0.01,-0.01,0,0.32,0.01,-0.01,0
GJ 581 c,GJ 581,1,3,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 c,GJ 581,1,3,,,,,,,,
GJ 581 c,GJ 581,1,3,0.32,0.01,-0.01,0,0.32,0.01,-0.01,0
GJ 581 c,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 c,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,1,3,,,,,,,,
GJ 581 e,GJ 581,1,3,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,1,3,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 625 b,GJ 625,1,1,0.31,0.06,-0.06,0,0.30,0.07,-0.07,0
GJ 649 b,GJ 649,1,1,,,,,0.54,0.05,-0.05,0
GJ 649 b,GJ 649,1,1,0.50,0.01,-0.01,0,0.53,0.01,-0.01,0
GJ 667 C b,GJ 667 C,3,5,,,,,,,,
GJ 667 C b,GJ 667 C,3,5,,,,,,,,
GJ 667 C b,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0
GJ 667 C b,GJ 667 C,3,5,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0
GJ 667 C c,GJ 667 C,3,5,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,,,,,,,,
GJ 667 C e,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0
GJ 667 C f,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0
GJ 667 C g,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0
GJ 674 b,GJ 674,1,1,,,,,0.35,,,0
GJ 676 A b,GJ 676 A,2,4,,,,,,,,
GJ 676 A b,GJ 676 A,2,4,0.69,0.07,-0.07,0,0.73,0.21,-0.21,0
GJ 676 A b,GJ 676 A,2,4,,,,,,,,
GJ 676 A b,GJ 676 A,2,4,,,,,0.71,0.04,-0.04,0
GJ 676 A c,GJ 676 A,2,4,,,,,,,,
GJ 676 A d,GJ 676 A,2,4,,,,,,,,
GJ 676 A d,GJ 676 A,2,4,,,,,0.71,0.04,-0.04,0
GJ 676 A e,GJ 676 A,2,4,,,,,,,,
GJ 676 A e,GJ 676 A,2,4,,,,,0.71,0.04,-0.04,0
GJ 682 b,GJ 682,1,2,,,,,0.27,,,0
GJ 682 c,GJ 682,1,2,,,,,0.27,,,0
GJ 685 b,GJ 685,1,1,0.54,0.05,-0.05,0,0.55,0.06,-0.06,0
GJ 687 b,GJ 687,1,2,0.40,0.01,-0.01,0,0.42,0.01,-0.01,0
GJ 687 b,GJ 687,1,2,,,,,0.40,0.02,-0.02,0
GJ 687 b,GJ 687,1,2,0.43,0.03,-0.03,0,0.45,0.07,-0.07,0
GJ 687 b,GJ 687,1,2,0.42,0.01,-0.01,0,0.41,0.04,-0.04,0
GJ 687 c,GJ 687,1,2,,,,,0.40,0.02,-0.02,0
GJ 720 A b,GJ 720 A,2,1,0.56,0.06,-0.06,0,0.57,0.06,-0.06,0
GJ 740 b,GJ 740,1,1,0.56,0.06,-0.06,0,0.58,0.06,-0.06,0
