# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 25 00:15:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
GJ 1132 c,GJ 1132,1,3270.00,140.00,-140.00,0,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0,12.6130000,0.0070000,-0.0070000
GJ 1148 b,GJ 1148,1,3287.00,157.00,-157.00,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,11.0143000,0.0064000,-0.0065000
GJ 1148 c,GJ 1148,1,3287.00,157.00,-157.00,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,11.0143000,0.0064000,-0.0065000
GJ 1151 b,GJ 1151,1,,,,,,,,,,,,,8.0362500,0.0077200,-0.0077100
GJ 1214 b,GJ 1214,1,3250.00,100.00,-100.00,0,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0,14.6427000,0.0372000,-0.0372000
GJ 1252 b,GJ 1252,1,3458.00,140.00,-133.00,0,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0,20.3730000,0.0192000,-0.0192000
GJ 1265 b,GJ 1265,1,3236.00,51.00,-51.00,0,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0,10.2525000,0.0075000,-0.0076000
GJ 143 b,GJ 143,1,4640.00,100.00,-100.00,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,16.3200000,0.0071000,-0.0071000
GJ 15 A b,GJ 15 A,1,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,3.5622800,0.0005500,-0.0005500
GJ 15 A c,GJ 15 A,1,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,3.5622800,0.0005500,-0.0005500
GJ 160.2 b,GJ 160.2,1,4347.00,,,0,,,,,0.69,,,0,25.8557000,0.0393000,-0.0391000
GJ 163 b,GJ 163,1,,,,,,,,,,,,,15.1285000,0.0072000,-0.0072000
GJ 163 c,GJ 163,1,,,,,,,,,,,,,15.1285000,0.0072000,-0.0072000
GJ 163 d,GJ 163,1,,,,,,,,,,,,,15.1285000,0.0072000,-0.0072000
GJ 179 b,GJ 179,1,3370.00,100.00,-100.00,0,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0,12.3560000,0.0093000,-0.0093000
GJ 180 b,GJ 180,1,,,,,,,,,0.43,,,0,11.9407000,0.0045000,-0.0045000
GJ 180 c,GJ 180,1,3371.00,,,0,,,,,0.43,,,0,11.9407000,0.0045000,-0.0045000
GJ 180 d,GJ 180,1,,,,,,,,,0.43,,,0,11.9407000,0.0045000,-0.0045000
GJ 2056 b,GJ 2056,1,,,,,,,,,0.62,0.08,-0.08,0,28.4434000,0.0234000,-0.0233000
GJ 229 A c,GJ 229,1,,,,,,,,,0.58,,,0,5.7562400,0.0015250,-0.0015250
GJ 229 b,GJ 229,1,,,,,,,,,0.58,,,0,5.7562400,0.0015250,-0.0015250
GJ 251 b,GJ 251,1,3451.00,51.00,-51.00,0,0.36,0.01,-0.01,0,0.36,0.01,-0.01,0,5.5805700,0.0019800,-0.0019800
GJ 27.1 b,GJ 27.1,1,3542.00,,,0,,,,,0.53,,,0,23.6062000,0.0256500,-0.0256500
GJ 273 b,GJ 273,1,3382.00,49.00,-49.00,0,0.29,0.03,-0.03,0,0.29,,,0,5.9215350,0.0206332,-0.0206332
GJ 273 c,GJ 273,1,3382.00,49.00,-49.00,0,0.29,0.03,-0.03,0,0.29,,,0,5.9215350,0.0206332,-0.0206332
GJ 3021 b,GJ 3021,1,5540.00,75.00,-75.00,0,0.90,,,0,0.90,,,0,17.5559000,0.0073000,-0.0073000
GJ 3082 b,GJ 3082,1,,,,,,,,,0.47,,,0,16.6186000,0.0074500,-0.0074500
GJ 3138 b,GJ 3138,1,3717.00,49.00,-49.00,0,0.50,0.03,-0.03,0,0.68,,,0,28.4712000,0.0350500,-0.0350500
GJ 3138 c,GJ 3138,1,3717.00,49.00,-49.00,0,0.50,0.03,-0.03,0,0.68,,,0,28.4712000,0.0350500,-0.0350500
GJ 3138 d,GJ 3138,1,3717.00,49.00,-49.00,0,0.50,0.03,-0.03,0,0.68,,,0,28.4712000,0.0350500,-0.0350500
GJ 317 b,GJ 317,1,,,,,,,,,0.42,0.02,-0.02,0,15.1968000,0.0130000,-0.0129000
GJ 317 c,GJ 317,1,,,,,,,,,0.42,0.02,-0.02,0,15.1968000,0.0130000,-0.0129000
GJ 328 b,GJ 328,1,3900.00,100.00,-100.00,0,,,,,0.69,0.05,-0.05,0,20.5266000,0.0168500,-0.0168500
GJ 3293 b,GJ 3293,1,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,20.1903000,0.0216000,-0.0216000
GJ 3293 c,GJ 3293,1,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,20.1903000,0.0216000,-0.0216000
GJ 3293 d,GJ 3293,1,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,20.1903000,0.0216000,-0.0216000
GJ 3293 e,GJ 3293,1,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,20.1903000,0.0216000,-0.0216000
GJ 3323 b,GJ 3323,1,3159.00,49.00,-49.00,0,0.12,0.03,-0.03,0,0.16,,,0,5.3748400,0.0017200,-0.0017200
GJ 3323 c,GJ 3323,1,3159.00,49.00,-49.00,0,0.12,0.03,-0.03,0,0.16,,,0,5.3748400,0.0017200,-0.0017200
GJ 3341 b,GJ 3341,1,3526.00,49.00,-49.00,0,0.44,0.03,-0.03,0,0.47,,,0,23.6190000,0.0291000,-0.0290000
GJ 338 B b,GJ 338 B,1,4005.00,51.00,-51.00,0,0.58,0.03,-0.03,0,0.64,0.07,-0.07,0,6.3325600,0.0016700,-0.0016800
GJ 3470 b,GJ 3470,1,3600.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.54,0.05,-0.04,0,29.4214000,0.0508000,-0.0507000
GJ 3473 b,GJ 3473,1,3347.00,54.00,-54.00,0,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0,27.3644000,0.0376000,-0.0376000
GJ 3473 c,GJ 3473,1,3347.00,54.00,-54.00,0,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0,27.3644000,0.0376000,-0.0376000
GJ 3512 b,GJ 3512,1,3081.00,51.00,-51.00,0,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,9.4863700,0.0085700,-0.0085600
GJ 357 b,GJ 357,1,3505.00,51.00,-51.00,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,9.4418100,0.0051100,-0.0051100
GJ 357 c,GJ 357,1,3505.00,51.00,-51.00,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,9.4418100,0.0051100,-0.0051100
GJ 357 d,GJ 357,1,3505.00,51.00,-51.00,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,9.4418100,0.0051100,-0.0051100
GJ 3634 b,GJ 3634,1,,,,,0.43,0.03,-0.03,0,0.45,0.05,-0.05,0,20.3779000,0.0316500,-0.0316500
GJ 3779 b,GJ 3779,1,3324.00,51.00,-51.00,0,0.28,0.01,-0.01,0,0.27,0.02,-0.02,0,13.7430000,0.0117000,-0.0116000
GJ 393 b,GJ 393,1,3579.00,51.00,-51.00,0,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0,7.0314900,0.0024850,-0.0024850
GJ 3942 b,GJ 3942,1,3867.00,69.00,-69.00,0,0.61,0.06,-0.06,0,0.63,0.07,-0.07,0,16.9287000,0.0063500,-0.0063500
GJ 3998 b,GJ 3998,1,3722.00,68.00,-68.00,0,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0,18.1459000,0.0165000,-0.0165000
GJ 3998 c,GJ 3998,1,3722.00,68.00,-68.00,0,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0,18.1459000,0.0165000,-0.0165000
GJ 411 b,GJ 411,1,3601.00,51.00,-51.00,0,0.39,0.00,0.00,0,0.39,0.01,-0.01,0,5.6757730,0.0059099,-0.0059099
GJ 414 A b,GJ 414 A,1,4120.00,109.00,-109.00,0,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,11.8893000,0.0067000,-0.0067000
GJ 414 A c,GJ 414 A,1,4120.00,109.00,-109.00,0,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,11.8893000,0.0067000,-0.0067000
GJ 422 b,GJ 422,1,,,,,,,,,0.35,,,0,12.6631000,0.0072000,-0.0073000
GJ 4276 b,GJ 4276,1,3387.00,51.00,-51.00,0,0.41,0.01,-0.01,0,0.41,0.03,-0.03,0,21.3362000,0.0172000,-0.0172000
GJ 433 b,GJ 433,1,,,,,,,,,0.48,,,0,9.0645600,0.0036700,-0.0036700
GJ 433 c,GJ 433,1,,,,,,,,,0.48,,,0,9.0645600,0.0036700,-0.0036700
GJ 433 d,GJ 433,1,,,,,,,,,0.48,,,0,9.0645600,0.0036700,-0.0036700
GJ 436 b,GJ 436,1,,,,,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0,9.7532100,0.0089800,-0.0089600
GJ 480 b,GJ 480,1,,,,,,,,,0.45,0.02,-0.02,0,14.2358000,0.0151500,-0.0151500
GJ 486 b,GJ 486,1,3340.00,54.00,-54.00,0,0.33,0.01,-0.01,0,0.32,0.01,-0.01,0,8.0742600,0.0040950,-0.0040950
GJ 504 b,GJ 504,1,6234.00,25.00,-25.00,0,,,,,1.22,0.08,-0.08,0,17.5299000,0.0785000,-0.0778000
GJ 536 b,GJ 536,1,3685.00,68.00,-68.00,0,0.50,0.05,-0.05,0,0.52,0.05,-0.05,0,10.4092000,0.0095500,-0.0095500
GJ 581 b,GJ 581,1,3396.00,157.00,-157.00,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,6.2981000,0.0020950,-0.0020950
GJ 581 c,GJ 581,1,3396.00,157.00,-157.00,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,6.2981000,0.0020950,-0.0020950
GJ 581 e,GJ 581,1,3396.00,157.00,-157.00,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,6.2981000,0.0020950,-0.0020950
GJ 625 b,GJ 625,1,3499.00,68.00,-68.00,0,0.31,0.06,-0.06,0,0.30,0.07,-0.07,0,6.4724900,0.0011550,-0.0011550
GJ 649 b,GJ 649,1,3700.00,60.00,-60.00,0,,,,,0.54,0.05,-0.05,0,10.3796000,0.0033500,-0.0033500
GJ 667 C b,GJ 667 C,1,3350.00,50.00,-50.00,0,,,,,0.33,0.02,-0.02,0,7.2439600,0.0048600,-0.0048500
GJ 667 C c,GJ 667 C,1,3350.00,50.00,-50.00,0,,,,,0.33,0.02,-0.02,0,7.2439600,0.0048600,-0.0048500
GJ 667 C e,GJ 667 C,1,3350.00,50.00,-50.00,0,,,,,0.33,0.02,-0.02,0,7.2439600,0.0048600,-0.0048500
GJ 667 C f,GJ 667 C,1,3350.00,50.00,-50.00,0,,,,,0.33,0.02,-0.02,0,7.2439600,0.0048600,-0.0048500
GJ 667 C g,GJ 667 C,1,3350.00,50.00,-50.00,0,,,,,0.33,0.02,-0.02,0,7.2439600,0.0048600,-0.0048500
GJ 674 b,GJ 674,1,3600.00,100.00,-100.00,0,,,,,0.35,,,0,4.5489600,0.0010150,-0.0010150
GJ 676 A b,GJ 676 A,1,3734.00,181.00,-181.00,0,0.69,0.07,-0.07,0,0.73,0.21,-0.21,0,16.0272000,0.0101000,-0.0101000
GJ 676 A c,GJ 676 A,1,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
GJ 676 A d,GJ 676 A,1,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
GJ 676 A e,GJ 676 A,1,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
GJ 682 b,GJ 682,1,3028.00,,,0,,,,,0.27,,,0,5.0067100,0.0021000,-0.0021000
GJ 682 c,GJ 682,1,3028.00,,,0,,,,,0.27,,,0,5.0067100,0.0021000,-0.0021000
GJ 685 b,GJ 685,1,3816.00,69.00,-69.00,0,0.54,0.05,-0.05,0,0.55,0.06,-0.06,0,14.3155000,0.0081000,-0.0081000
GJ 687 b,GJ 687,1,,,,,,,,,0.40,0.02,-0.02,0,4.5493900,0.0006800,-0.0006800
GJ 687 c,GJ 687,1,,,,,,,,,0.40,0.02,-0.02,0,4.5493900,0.0006800,-0.0006800
GJ 720 A b,GJ 720 A,1,3837.00,69.00,-69.00,0,0.56,0.06,-0.06,0,0.57,0.06,-0.06,0,15.5575000,0.0061000,-0.0061000
GJ 740 b,GJ 740,1,3913.00,51.00,-51.00,0,0.56,0.06,-0.06,0,0.58,0.06,-0.06,0,11.1017000,0.0060500,-0.0060500
GJ 832 b,GJ 832,1,3472.00,,,0,,,,,0.45,0.05,-0.05,0,4.9643500,0.0010650,-0.0010650
GJ 832 c,GJ 832,1,3472.00,,,0,,,,,0.45,0.05,-0.05,0,4.9643500,0.0010650,-0.0010650
GJ 849 b,GJ 849,1,,,,,,,,,0.49,0.05,-0.05,0,8.8005800,0.0036150,-0.0036150
GJ 849 c,GJ 849,1,,,,,,,,,0.49,0.05,-0.05,0,8.8005800,0.0036150,-0.0036150
GJ 86 b,GJ 86,1,5182.00,11.00,-11.00,0,0.77,0.01,-0.01,0,0.93,0.06,-0.06,0,10.7836000,0.0054000,-0.0053000
GJ 876 b,GJ 876,1,,,,,0.30,,,0,0.32,0.03,-0.03,0,4.6751700,0.0016700,-0.0016700
GJ 876 c,GJ 876,1,,,,,0.30,,,0,0.32,0.03,-0.03,0,4.6751700,0.0016700,-0.0016700
GJ 876 d,GJ 876,1,,,,,0.30,,,0,0.32,0.03,-0.03,0,4.6751700,0.0016700,-0.0016700
GJ 876 e,GJ 876,1,,,,,0.30,,,0,0.32,0.03,-0.03,0,4.6751700,0.0016700,-0.0016700
GJ 887 b,GJ 887,1,3688.00,86.00,-86.00,0,0.47,0.09,-0.09,0,0.49,0.05,-0.05,0,3.2900000,0.0100000,-0.0100000
GJ 887 c,GJ 887,1,3688.00,86.00,-86.00,0,0.47,0.09,-0.09,0,0.49,0.05,-0.05,0,3.2900000,0.0100000,-0.0100000
GJ 9066 b,GJ 9066,1,,,,,,,,,0.15,0.02,-0.02,0,4.4710000,0.0021500,-0.0021500
GJ 9066 c,GJ 9066,1,,,,,,,,,0.15,0.02,-0.02,0,4.4710000,0.0021500,-0.0021500
GJ 96 b,GJ 96,1,3785.00,62.00,-62.00,0,,,,,0.60,0.07,-0.07,0,11.9315000,0.0093000,-0.0093000
GJ 9827 b,GJ 9827,1,4340.00,40.00,-53.00,0,0.60,0.01,0.00,0,0.61,0.02,-0.01,0,29.6610000,0.0543000,-0.0541000
GJ 9827 c,GJ 9827,1,4340.00,40.00,-53.00,0,0.60,0.01,0.00,0,0.61,0.02,-0.01,0,29.6610000,0.0543000,-0.0541000
GJ 9827 d,GJ 9827,1,4340.00,40.00,-53.00,0,0.60,0.01,0.00,0,0.61,0.02,-0.01,0,29.6610000,0.0543000,-0.0541000
GPX-1 b,GPX-1,1,7000.00,200.00,-200.00,0,1.56,0.10,-0.10,0,1.68,0.10,-0.10,0,655.0130000,17.1020000,-16.2690000
GQ Lup b,GQ Lup,1,4360.00,134.00,-134.00,0,1.94,,,0,,,,,151.1690000,1.0960000,-1.0810000
GSC 06214-00210 b,GSC 06214-00210,1,4200.00,150.00,-150.00,0,,,,,0.90,0.10,-0.10,0,108.5000000,0.5130000,-0.5080000
GU Psc b,GU Psc,1,,,,,,,,,0.33,0.03,-0.03,0,47.5501000,0.1649000,-0.1638000
Gl 378 b,Gl 378,1,3879.00,67.00,-67.00,0,0.56,0.02,-0.02,0,0.56,0.01,-0.01,0,14.9545000,0.0072500,-0.0072500
Gl 49 b,Gl 49,1,3805.00,51.00,-51.00,0,0.51,0.02,-0.02,0,0.52,0.02,-0.02,0,9.8528000,0.0032800,-0.0032800
Gl 686 b,Gl 686,1,3656.00,51.00,-51.00,0,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0,8.1572800,0.0023200,-0.0023200
HAT-P-1 b,HAT-P-1,1,5980.00,49.00,-49.00,0,1.17,0.03,-0.03,0,1.15,0.05,-0.05,0,158.9790000,0.9770000,-0.9650000
HAT-P-11 b,HAT-P-11,1,4780.00,50.00,-50.00,0,0.68,0.01,-0.01,0,0.81,0.02,-0.03,0,37.7647000,0.0337000,-0.0336000
HAT-P-11 c,HAT-P-11,1,4780.00,50.00,-50.00,0,0.68,0.01,-0.01,0,0.81,0.02,-0.03,0,37.7647000,0.0337000,-0.0336000
HAT-P-12 b,HAT-P-12,1,4650.00,60.00,-60.00,0,0.70,0.02,-0.01,0,0.73,0.02,-0.02,0,142.7510000,0.4530000,-0.4500000
HAT-P-13 b,HAT-P-13,1,,,,,,,,,,,,,246.8100000,2.2280000,-2.1880000
HAT-P-13 c,HAT-P-13,1,,,,,,,,,,,,,246.8100000,2.2280000,-2.1880000
HAT-P-14 b,HAT-P-14,1,6600.00,90.00,-90.00,0,1.82,0.15,-0.15,0,2.65,0.73,-0.73,0,222.6630000,1.2570000,-1.2440000
HAT-P-15 b,HAT-P-15,1,5568.00,90.00,-90.00,0,1.07,0.07,-0.07,0,1.00,0.23,-0.23,0,192.5160000,2.0530000,-2.0100000
HAT-P-16 b,HAT-P-16,1,6158.00,80.00,-80.00,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,226.6370000,4.4710000,-4.3050000
HAT-P-17 b,HAT-P-17,1,5246.00,80.00,-80.00,0,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0,92.3831000,0.4851000,-0.4802000
HAT-P-17 c,HAT-P-17,1,5336.96,118.21,-91.85,0,0.84,0.04,-0.04,0,0.92,0.15,-0.08,0,92.3831000,0.4851000,-0.4802000
HAT-P-18 b,HAT-P-18,1,4803.00,80.00,-80.00,0,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0,161.4000000,0.6100000,-0.6050000
HAT-P-19 b,HAT-P-19,1,4990.00,130.00,-130.00,0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,202.0780000,1.4710000,-1.4510000
HAT-P-2 b,HAT-P-2,1,6380.00,,,0,1.39,0.09,-0.09,0,1.33,0.03,-0.03,0,127.7740000,0.4250000,-0.4230000
HAT-P-20 b,HAT-P-20,1,4595.00,80.00,-80.00,0,0.69,0.02,-0.02,0,0.76,0.03,-0.03,0,71.0374000,0.1994000,-0.1983000
HAT-P-21 b,HAT-P-21,1,5588.00,80.00,-80.00,0,1.21,0.17,-0.17,0,1.24,0.60,-0.60,0,277.2780000,3.2150000,-3.1440000
HAT-P-22 b,HAT-P-22,1,5302.00,80.00,-80.00,0,1.11,0.05,-0.05,0,1.13,0.22,-0.22,0,81.7647000,0.2505000,-0.2489000
HAT-P-23 b,HAT-P-23,1,5905.00,80.00,-80.00,0,0.96,0.20,-0.20,0,0.58,0.38,-0.38,0,364.8130000,4.7720000,-4.6530000
HAT-P-24 b,HAT-P-24,1,6373.00,80.00,-80.00,0,1.38,0.22,-0.22,0,1.37,0.69,-0.69,0,415.3440000,6.6360000,-6.4350000
HAT-P-25 b,HAT-P-25,1,5519.00,78.00,-76.00,0,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0,300.3840000,4.3000000,-4.1820000
HAT-P-26 b,HAT-P-26,1,5079.00,88.00,-88.00,0,0.87,0.05,-0.05,0,1.12,0.36,-0.36,0,141.8370000,1.1520000,-1.1330000
HAT-P-27 b,HAT-P-27,1,5316.00,87.12,-122.28,0,0.86,0.05,-0.04,0,0.92,0.12,-0.10,0,199.1730000,1.4510000,-1.4300000
HAT-P-28 b,HAT-P-28,1,5680.00,90.00,-90.00,0,1.10,0.09,-0.07,0,1.02,0.05,-0.05,0,401.3190000,5.5420000,-5.3950000
HAT-P-29 b,HAT-P-29,1,6087.00,88.00,-88.00,0,1.30,0.14,-0.14,0,1.45,0.60,-0.60,0,313.5760000,4.4300000,-4.3100000
HAT-P-3 b,HAT-P-3,1,5185.00,80.00,-80.00,0,0.87,0.06,-0.06,0,1.06,0.28,-0.28,0,134.5540000,0.4800000,-0.4770000
HAT-P-30 b,HAT-P-30,1,6304.00,88.00,-88.00,0,1.31,0.13,-0.13,0,1.55,0.51,-0.51,0,213.9850000,2.2170000,-2.1730000
HAT-P-31 b,HAT-P-31,1,6065.00,100.00,-100.00,0,1.39,0.11,-0.11,0,1.31,0.73,-0.73,0,344.0500000,2.9130000,-2.8650000
HAT-P-32 b,HAT-P-32,1,6001.00,88.00,-88.00,0,1.37,0.03,-0.03,0,1.13,0.05,-0.05,0,289.2050000,5.3550000,-5.1670000
HAT-P-33 b,HAT-P-33,1,6446.00,88.00,-88.00,0,1.79,0.48,-0.48,0,1.82,1.45,-1.45,0,396.1100000,7.6470000,-7.3680000
HAT-P-34 b,HAT-P-34,1,6442.00,88.00,-88.00,0,1.53,0.14,-0.10,0,1.39,0.05,-0.05,0,249.3250000,2.8040000,-2.7440000
HAT-P-35 b,HAT-P-35,1,6096.00,88.00,-88.00,0,1.44,0.08,-0.08,0,1.24,0.05,-0.05,0,506.9650000,13.1930000,-12.5510000
HAT-P-36 b,HAT-P-36,1,5620.00,40.00,-40.00,0,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0,294.4190000,2.2690000,-2.2350000
HAT-P-37 b,HAT-P-37,1,5500.00,100.00,,0,0.88,0.06,,0,0.93,0.04,,0,390.5940000,2.7230000,-2.6860000
HAT-P-38 b,HAT-P-38,1,5330.00,100.00,,0,0.92,0.10,,0,0.89,0.04,,0,255.2060000,2.4730000,-2.4270000
HAT-P-39 b,HAT-P-39,1,6430.00,100.00,,0,1.62,0.08,,0,1.40,0.05,,0,697.0040000,17.9380000,-17.0750000
HAT-P-4 b,HAT-P-4,1,5860.00,80.00,,0,,,,,,,,,320.4510000,2.8520000,-2.8020000
HAT-P-40 b,HAT-P-40,1,6080.00,100.00,-100.00,0,1.94,0.22,-0.22,0,1.03,0.40,-0.40,0,464.4690000,6.5370000,-6.3610000
HAT-P-41 b,HAT-P-41,1,6390.00,100.00,-100.00,0,2.05,0.50,-0.50,0,2.56,1.90,-1.90,0,348.1850000,4.5290000,-4.4170000
HAT-P-42 b,HAT-P-42,1,5743.00,50.00,-50.00,0,1.53,0.14,-0.14,0,1.18,0.07,-0.07,0,405.2380000,7.7790000,-7.4960000
HAT-P-43 b,HAT-P-43,1,5693.00,62.00,-63.00,0,1.08,0.05,-0.05,0,1.03,0.04,-0.04,0,528.8250000,7.5870000,-7.3790000
HAT-P-44 b,HAT-P-44,1,5295.00,100.00,-100.00,0,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,347.8500000,2.2260000,-2.1990000
HAT-P-44 c,HAT-P-44,1,5295.00,100.00,-100.00,0,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,347.8500000,2.2260000,-2.1990000
HAT-P-45 b,HAT-P-45,1,6330.00,100.00,-100.00,0,1.32,0.15,-0.07,0,1.26,0.06,-0.06,0,298.6400000,6.0310000,-5.8010000
HAT-P-46 b,HAT-P-46,1,6120.00,100.00,-100.00,0,1.40,0.29,-0.14,0,1.28,0.10,-0.06,0,290.7360000,5.1100000,-4.9400000
HAT-P-49 b,HAT-P-49,1,6820.00,52.00,-52.00,0,2.06,0.23,-0.23,0,2.22,0.83,-0.83,0,350.3510000,3.5520000,-3.4820000
HAT-P-5 b,HAT-P-5,1,5960.00,100.00,-100.00,0,1.12,0.09,-0.09,0,1.04,0.29,-0.29,0,303.3360000,1.8120000,-1.7910000
HAT-P-50 b,HAT-P-50,1,6280.00,49.00,-49.00,0,1.70,0.07,-0.07,0,1.27,0.05,-0.12,0,515.4580000,16.6960000,-15.6970000
HAT-P-51 b,HAT-P-51,1,5449.00,50.00,-50.00,0,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0,440.0890000,8.1890000,-7.9010000
HAT-P-52 b,HAT-P-52,1,5131.00,50.00,-50.00,0,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,361.1550000,4.2875000,-4.2875000
HAT-P-53 b,HAT-P-53,1,5956.00,50.00,-50.00,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,666.8020000,15.2760000,-14.6190000
HAT-P-54 b,HAT-P-54,1,4390.00,50.00,-50.00,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,143.6510000,0.5830000,-0.5790000
HAT-P-55 b,HAT-P-55,1,5808.00,50.00,-50.00,0,1.01,0.04,-0.04,0,1.01,0.04,-0.04,0,511.3880000,3.6340000,-3.5850000
HAT-P-56 b,HAT-P-56,1,6566.00,50.00,-50.00,0,1.47,0.11,-0.11,0,1.42,0.33,-0.33,0,320.6390000,5.6520000,-5.4630000
HAT-P-57 b,HAT-P-57,1,6330.00,124.00,-124.00,0,1.85,0.39,-0.39,0,2.77,1.74,-1.74,0,279.8600000,3.2490000,-3.1760000
HAT-P-58 b,HAT-P-58,1,6078.00,48.00,-48.00,0,1.53,0.03,-0.03,0,1.03,0.03,-0.03,0,515.5900000,12.7770000,-12.1840000
HAT-P-59 b,HAT-P-59,1,5678.00,16.00,-16.00,0,1.10,0.01,-0.01,0,1.01,0.02,-0.02,0,265.4710000,1.3740000,-1.3600000
HAT-P-6 b,HAT-P-6,1,6570.00,80.00,-80.00,0,1.62,0.17,-0.17,0,1.79,0.60,-0.60,0,275.3580000,3.6360000,-3.5450000
HAT-P-60 b,HAT-P-60,1,6212.00,26.00,-26.00,0,2.20,0.03,-0.02,0,1.44,0.01,-0.01,0,233.2200000,2.6870000,-2.6270000
HAT-P-61 b,HAT-P-61,1,5587.00,45.00,-45.00,0,0.94,0.01,-0.01,0,1.00,0.03,-0.03,0,338.8400000,4.1490000,-4.0510000
HAT-P-62 b,HAT-P-62,1,5629.00,48.00,-48.00,0,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0,348.8150000,4.9510000,-4.8160000
HAT-P-63 b,HAT-P-63,1,5400.00,55.00,-39.00,0,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0,4483.0500000,3720.2300000,-2222.7300000
HAT-P-64 b,HAT-P-64,1,6457.00,29.00,-29.00,0,1.74,0.04,-0.03,0,1.30,0.02,-0.02,0,651.8970000,15.4130000,-14.7280000
HAT-P-65 b,HAT-P-65,1,5835.00,51.00,-51.00,0,1.86,0.10,-0.10,0,1.21,0.05,-0.05,0,738.5190000,19.9240000,-18.9220000
