# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
CoRoT-1 b,CoRoT-1,1,1,,6298.00,1.23,1.22,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000
CoRoT-10 b,CoRoT-10,1,1,K1 V,5075.00,0.79,0.89,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000
CoRoT-10 b,CoRoT-10,1,1,,5075.00,0.79,0.89,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000
CoRoT-10 b,CoRoT-10,1,1,,5075.00,0.74,0.90,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000
CoRoT-11 b,CoRoT-11,1,1,,6440.00,1.37,1.26,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-11 b,CoRoT-11,1,1,,6440.00,1.37,1.27,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-11 b,CoRoT-11,1,1,,,1.33,1.23,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-11 b,CoRoT-11,1,1,F6 V,6440.00,1.37,1.27,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-11 b,CoRoT-11,1,1,,6343.00,1.36,1.56,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-12 b,CoRoT-12,1,1,,,1.05,1.00,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-12 b,CoRoT-12,1,1,,5675.00,1.05,1.02,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-12 b,CoRoT-12,1,1,,5675.00,1.12,1.08,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-12 b,CoRoT-12,1,1,,5675.00,1.12,1.08,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-13 b,CoRoT-13,1,1,,5945.00,1.27,1.09,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000
CoRoT-13 b,CoRoT-13,1,1,G0 V,5945.00,1.01,1.09,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000
CoRoT-13 b,CoRoT-13,1,1,,5945.00,1.01,1.09,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000
CoRoT-14 b,CoRoT-14,1,1,,6035.00,1.19,1.12,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000
CoRoT-14 b,CoRoT-14,1,1,,6040.00,1.21,1.13,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000
CoRoT-14 b,CoRoT-14,1,1,F9 V,6035.00,1.21,1.13,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000
CoRoT-16 b,CoRoT-16,1,1,G5 V,5650.00,1.19,1.10,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000
CoRoT-16 b,CoRoT-16,1,1,,5650.00,1.19,1.10,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000
CoRoT-17 b,CoRoT-17,1,1,,5740.00,1.62,1.04,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000
CoRoT-17 b,CoRoT-17,1,1,,5740.00,1.59,1.04,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000
CoRoT-17 b,CoRoT-17,1,1,G2 V,5740.00,1.59,1.04,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000
CoRoT-18 b,CoRoT-18,1,1,,5440.00,1.00,0.95,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-18 b,CoRoT-18,1,1,G9 V,5440.00,1.00,0.95,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-18 b,CoRoT-18,1,1,,5440.00,0.92,0.86,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-18 b,CoRoT-18,1,1,,,0.88,0.88,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-19 b,CoRoT-19,1,1,,6090.00,1.65,1.21,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000
CoRoT-19 b,CoRoT-19,1,1,F9 V,6090.00,1.65,1.21,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000
CoRoT-19 b,CoRoT-19,1,1,,6090.00,1.58,1.18,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000
CoRoT-2 b,CoRoT-2,2,1,,5625.00,0.90,0.97,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5625.00,0.90,0.97,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5696.00,0.91,1.02,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5529.00,0.94,0.97,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5575.00,,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5625.00,0.91,0.96,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,5598.00,0.90,1.00,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-2 b,CoRoT-2,2,1,,,,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-20 b,CoRoT-20,1,2,,,,1.14,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 b,CoRoT-20,1,2,G2 V,5880.00,1.02,1.14,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 b,CoRoT-20,1,2,,5880.00,1.02,1.14,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 b,CoRoT-20,1,2,,,1.16,1.10,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 b,CoRoT-20,1,2,,5880.00,1.34,1.11,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 c,CoRoT-20,1,2,,,,1.14,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-21 b,CoRoT-21,1,1,,6200.00,1.95,1.29,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,
CoRoT-21 b,CoRoT-21,1,1,F8 IV,6200.00,1.95,1.29,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,
CoRoT-22 b,CoRoT-22,1,1,G3 V,5939.00,1.14,1.10,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000
CoRoT-23 b,CoRoT-23,1,1,,5900.00,1.61,1.14,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000
CoRoT-23 b,CoRoT-23,1,1,G0 V,5900.00,1.61,1.14,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000
CoRoT-23 b,CoRoT-23,1,1,,5900.00,1.74,1.12,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000
CoRoT-24 b,CoRoT-24,1,2,K1 V,4950.00,0.86,0.91,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-24 c,CoRoT-24,1,2,K1 V,4950.00,0.86,0.91,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-25 b,CoRoT-25,1,1,,6040.00,1.19,1.09,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000
CoRoT-25 b,CoRoT-25,1,1,F9,6040.00,1.19,1.09,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000
CoRoT-26 b,CoRoT-26,1,1,,5590.00,1.79,1.09,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000
CoRoT-26 b,CoRoT-26,1,1,G5,5590.00,1.79,1.09,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000
CoRoT-27 b,CoRoT-27,1,1,,5900.00,1.08,1.05,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000
CoRoT-27 b,CoRoT-27,1,1,G2,5900.00,1.08,1.05,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000
CoRoT-28 b,CoRoT-28,1,1,G8/9 IV,5150.00,1.78,1.01,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000
CoRoT-28 b,CoRoT-28,1,1,,5150.00,1.78,1.01,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000
CoRoT-29 b,CoRoT-29,1,1,,5260.00,0.90,0.97,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000
CoRoT-29 b,CoRoT-29,1,1,,5268.00,1.08,0.90,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000
CoRoT-29 b,CoRoT-29,1,1,K0 V,5260.00,0.90,0.97,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000
CoRoT-3 b,CoRoT-3,1,1,,6740.00,1.56,1.37,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-3 b,CoRoT-3,1,1,,6558.00,1.44,1.41,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-3 b,CoRoT-3,1,1,F3 V,6740.00,1.56,1.37,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-3 b,CoRoT-3,1,1,,,1.54,1.36,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-3 b,CoRoT-3,1,1,,6740.00,1.57,1.40,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-30 b,CoRoT-30,1,1,G3 V,5650.00,0.91,0.98,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000
CoRoT-31 b,CoRoT-31,1,1,G2 IV,5700.00,2.15,1.25,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000
CoRoT-4 b,CoRoT-4,1,1,,6190.00,1.15,1.19,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000
CoRoT-4 b,CoRoT-4,1,1,,6190.00,1.17,1.16,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000
CoRoT-4 b,CoRoT-4,1,1,,6190.00,1.17,1.16,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000
CoRoT-5 b,CoRoT-5,1,1,F9 V,6100.00,1.19,1.00,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-5 b,CoRoT-5,1,1,,6100.00,1.19,1.00,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-5 b,CoRoT-5,1,1,,,1.11,0.99,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-5 b,CoRoT-5,1,1,,6100.00,1.05,1.02,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-6 b,CoRoT-6,1,1,F9 V,6090.00,1.02,1.05,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000
CoRoT-6 b,CoRoT-6,1,1,,6090.00,1.02,1.05,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000
CoRoT-6 b,CoRoT-6,1,1,,6090.00,1.04,1.05,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000
CoRoT-7 b,CoRoT-7,1,2,,5256.00,0.86,0.90,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,,5313.00,0.84,0.88,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,,5275.00,0.83,0.82,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,,5256.00,0.86,0.90,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,,5250.00,0.96,0.88,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,,5259.00,0.82,0.91,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 b,CoRoT-7,1,2,G9 V,5275.00,0.87,0.93,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 c,CoRoT-7,1,2,,5256.00,0.86,0.90,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 c,CoRoT-7,1,2,,5256.00,0.86,0.90,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-8 b,CoRoT-8,1,1,K1 V,5080.00,0.77,0.88,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-8 b,CoRoT-8,1,1,,5080.00,0.77,0.88,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-8 b,CoRoT-8,1,1,,,0.80,0.89,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-8 b,CoRoT-8,1,1,,5080.00,0.90,0.88,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-9 b,CoRoT-9,2,1,G3 V,5625.00,0.94,0.99,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoT-9 b,CoRoT-9,2,1,,5625.00,0.94,0.96,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoT-9 b,CoRoT-9,2,1,,5625.00,0.96,0.96,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoT-9 b,CoRoT-9,2,1,,5625.00,0.96,0.96,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,G0 VI,5970.00,0.79,1.08,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000
DE CVn b,DE CVn,2,1,,,,0.51,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,L1.5,,,0.07,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,
DH Tau b,DH Tau,1,1,M0.5,,0.27,0.33,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000
DH Tau b,DH Tau,1,1,,4371.00,1.37,0.68,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000
DMPP-1 b,DMPP-1,1,4,F8 V,6196.00,1.26,1.21,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 c,DMPP-1,1,4,F8 V,6196.00,1.26,1.21,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 d,DMPP-1,1,4,F8 V,6196.00,1.26,1.21,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 e,DMPP-1,1,4,F8 V,6196.00,1.26,1.21,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-2 b,DMPP-2,1,1,F5 V,6500.00,1.78,1.44,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000
DMPP-3 A b,DMPP-3 A,2,1,,,,,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000
DMPP-3 A b,DMPP-3 A,2,1,K0 V,5138.00,0.91,0.87,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000
DP Leo b,DP Leo,2,1,,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000
DP Leo b,DP Leo,2,1,,,,0.69,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000
DS Tuc A b,DS Tuc A,2,1,G6 V,5542.00,0.87,0.96,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000
DS Tuc A b,DS Tuc A,2,1,G6 V,5428.00,0.96,1.01,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000
DS Tuc A b,DS Tuc A,2,1,,5414.00,0.95,,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000
EPIC 201170410.02,EPIC 201170410,1,1,,3648.00,0.28,0.29,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,
EPIC 201238110 b,EPIC 201238110,1,1,,,0.37,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000
EPIC 201238110 b,EPIC 201238110,1,1,,,,0.41,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000
EPIC 201497682 b,EPIC 201497682,1,1,,,,0.78,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000
EPIC 201615463 c,K2-166,1,2,,,,1.07,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000
EPIC 201754305 d,K2-16,1,3,,,,0.67,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000
EPIC 201757695.02,EPIC 201757695,1,1,,4520.00,0.66,0.73,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,
EPIC 201833600 c,K2-50,1,2,,,,0.61,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000
EPIC 201833600 c,K2-50,1,2,,,0.63,,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000
EPIC 201841433 b,EPIC 201841433,1,1,,,0.63,,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000
EPIC 201841433 b,EPIC 201841433,1,1,,5053.00,0.63,0.80,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000
EPIC 201841433 b,EPIC 201841433,1,1,,,,0.80,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000
EPIC 205950854 c,K2-168,1,2,,,0.90,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000
EPIC 205950854 c,K2-168,1,2,,5502.70,0.83,0.88,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000
EPIC 205950854 c,K2-168,1,2,,,,0.91,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000
EPIC 206024342 b,EPIC 206024342,1,1,,,,0.93,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206024342 b,EPIC 206024342,1,1,,,0.82,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206032309 b,EPIC 206032309,1,1,,,,0.22,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000
EPIC 206042996 b,EPIC 206042996,1,1,,,0.67,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000
EPIC 206042996 b,EPIC 206042996,1,1,,,,0.56,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000
EPIC 206215704 b,EPIC 206215704,1,1,,,0.37,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000
EPIC 206215704 b,EPIC 206215704,1,1,,,,0.41,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000
EPIC 206317286 b,EPIC 206317286,1,1,,,,0.71,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000
EPIC 206317286 b,EPIC 206317286,1,1,,,0.67,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000
EPIC 211822797 b,EPIC 211822797,1,1,,3880.00,0.59,0.61,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,,0.64,,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,3811.00,0.60,0.59,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,3811.00,0.60,0.59,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,3811.00,0.60,0.59,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,4148.21,0.57,0.66,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,4057.00,0.58,0.62,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211822797 b,EPIC 211822797,1,1,,3880.00,0.59,,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211945201 b,EPIC 211945201,1,1,,,1.48,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,,1.40,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,6320.00,1.49,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,6128.00,1.36,1.16,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,6128.00,1.36,1.16,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,6069.00,1.39,1.17,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,G0,6025.00,1.38,1.18,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 211945201 b,EPIC 211945201,1,1,,6046.00,1.41,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 212297394 b,EPIC 212297394,1,2,,5171.00,0.80,0.83,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 b,EPIC 212297394,1,2,,,,0.83,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 b,EPIC 212297394,1,2,,,0.75,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 c,EPIC 212297394,1,2,,5008.00,0.78,0.83,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 c,EPIC 212297394,1,2,,,0.75,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 c,EPIC 212297394,1,2,,5171.00,0.80,0.83,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212424622 b,EPIC 212424622,1,1,,,,1.11,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000
EPIC 212424622 b,EPIC 212424622,1,1,,,1.22,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000
EPIC 212499991 b,EPIC 212499991,1,1,,,,0.91,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000
EPIC 212587672 b,EPIC 212587672,1,2,,,,0.95,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 b,EPIC 212587672,1,2,,6004.00,0.98,0.99,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 b,EPIC 212587672,1,2,,,0.98,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,6004.00,0.98,0.99,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,6055.00,0.95,1.13,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,,0.95,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,,0.98,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,5928.00,0.95,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,,6055.00,0.95,1.13,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212737443 b,EPIC 212737443,1,2,,4581.00,0.67,0.72,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 212737443 b,EPIC 212737443,1,2,K3,4684.00,0.67,0.69,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 212737443 b,EPIC 212737443,1,2,,4581.00,0.67,0.72,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 212737443 c,EPIC 212737443,1,2,K3,4684.00,0.67,0.69,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 220554210 c,K2-282,1,2,,,1.01,,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000
EPIC 220554210 c,K2-282,1,2,,,,0.94,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000
EPIC 220674823 b,EPIC 220674823,1,2,,5496.00,0.98,0.90,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,G5 V,5470.00,0.87,0.94,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,,5617.00,0.98,0.97,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,,5590.00,0.91,0.97,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,,5496.00,0.95,0.92,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,G5,5590.00,0.83,0.93,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 b,EPIC 220674823,1,2,,,0.97,,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
